,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
6658,JoeBiden,1178399295655075847,09/29/2019,"The science is clear: we cannot wait to take action on climate change.

On day one, I’ll take unprecedented steps to rally the world and tackle this crisis head on. We can and will solve this — together. https://t.co/YPymjqJZzv",1617,83,596,7803
6659,JoeBiden,1178384195950989313,09/29/2019,"On Monday, $255 million in funding expires for historically black colleges and universities and minority-serving institutions. Senate Republicans need to pass the #FUTUREAct now. Our students and educators cannot afford to wait. https://t.co/tY4o2T36AN",880,47,171,2312
6660,JoeBiden,1178344937030471680,09/29/2019,"President Trump is trying to hijack this election to distract from how he has turned his back on America's families: sabotaging our health care, prioritizing tax cuts for the super-wealthy, and rolling back our progress on climate change.

We won't let him get away with it.",5453,356,2140,29568
6661,JoeBiden,1178308698407686144,09/29/2019,"To everyone in the Jewish community, @DrBiden and I wish you a very happy, healthy, and sweet New Year. #RoshHashanah https://t.co/vSwRbJWKlz",413,23,153,2905
6662,JoeBiden,1178100153426862081,09/29/2019,"The Trump Administration is responsible for the largest reduction in federally protected land — it’s wrong. As president, I will reverse President Trump's actions and protect our precious federal lands for generations to come. #NationalPublicLandsDay  https://t.co/PMh0u3rvWc",4814,189,915,22002
6663,JoeBiden,1178054523316604929,09/28/2019,"We need to take the next step in improving our nation’s health care system. The Affordable Care Act was an historic first step — we need to build on it, not start from scratch. I’ll protect and build on Obamacare to ensure everyone has access to affordable, quality health care.",1267,85,654,6508
6664,JoeBiden,1178033384041304064,09/28/2019,"It is long past time to address the devastating effects of climate change. As president, I will take action against those who knowingly harm our environment. https://t.co/6BHbmlVB37",733,52,452,4183
6665,JoeBiden,1178003436823965696,09/28/2019,It’s clear — we are in a battle for the soul of this nation. It’s time to pick our heads up and show the world who we are. We are the United States of America — there is nothing beyond our capacity.,5006,348,1667,32688
6666,JoeBiden,1177985569055334401,09/28/2019,"Yesterday in Las Vegas, we discussed the crucial need to address the gun violence epidemic. Folks, it’s time to pass common-sense gun safety legislation. I’ve beaten the @NRA twice — and as president, I’ll do it again. https://t.co/5wRme6TCoJ",470,30,304,2983
6667,JoeBiden,1177759630858080256,09/28/2019,"Donald Trump has turned his back on America’s families. It’s time we rewarded work, not just wealth. https://t.co/AwSdIyY11l",1403,104,1005,9085
6668,JoeBiden,1177747248613974016,09/28/2019,"In America, health care should be a right for all. But time and again, President Trump has made it harder for underrepresented and underserved communities to access the affordable, quality health care they need.

It's shameful, and as president, I will reverse his actions. https://t.co/CkgGpAekrl",383,11,272,1578
6669,JoeBiden,1177719172513615872,09/27/2019,"We are not a country that detains migrant children indefinitely or denies them access to soap, toothbrushes, or beds.

We are a country that welcomes those in search of a better life—the tired, the poor, the huddled masses yearning to breathe free.

Trump doesn't get that. https://t.co/g6JoyGaHrb",2415,380,1090,11588
6670,JoeBiden,1177680113644851201,09/27/2019,"If those in power don't take action to end our gun violence epidemic, we must vote them out. Period. https://t.co/BVD3V6pYfu",3469,167,585,15887
6671,JoeBiden,1177650598868652033,09/27/2019,I remember when we had a president our children could look up to. https://t.co/hW5VvXG5vU,37359,5733,12581,182252
6672,JoeBiden,1177629222518611969,09/27/2019,I believe our elections should be decided by the American people — not foreign governments.,8182,776,3217,67554
6673,JoeBiden,1177610095120867334,09/27/2019,"Let's be clear, President Trump is trying to hijack this election.

This isn’t a Democratic issue or a Republican issue. This is a national issue. https://t.co/me7g8R0h72",3155,149,1012,14433
6674,JoeBiden,1177399960293167104,09/27/2019,"It’s been 11 days since @UAW workers started their strike to fight for higher wages, good benefits, and their fair share of the profits. It’s time for GM to come to the bargaining table with a fair offer that ends the strike and gets its workers back on the job. https://t.co/rUYr35qFop",269,9,251,1311
6675,JoeBiden,1177384860886994951,09/27/2019,"Every American deserves access to quality, affordable health care—regardless of the state they live in.

We can't let President Trump continue to work with states to undermine Medicaid and prevent low-income Americans from accessing health care. https://t.co/G55JpxxJHn",373,24,317,1536
6676,JoeBiden,1177372529821986816,09/27/2019,"Every day it becomes clearer, the core values of our nation — our very democracy — are at risk with President Trump in the White House.

We must hold Trump accountable. We cannot let him get away with shredding our Constitution.",4145,273,1880,25896
6677,JoeBiden,1177325721204613122,09/26/2019,I want America to be the envy of the world again. https://t.co/C69oPB7PHH,2037,216,1140,14093
6678,JoeBiden,1177286714072731649,09/26/2019,"Income inequality is on the rise across the country — made worse by President Trump’s tax cuts for the super-wealthy. We've got to rebuild the middle class and, this time, we’ll make sure everyone comes along. https://t.co/8aqkJJKkwg",372,38,353,1574
6679,JoeBiden,1177246449043562497,09/26/2019,"We have a President who believes there is no limit to his power, who believes he can do anything and get away with it, and who believes he is above the law.

This isn’t a Democratic issue or a Republican issue. This is a national issue.",8856,634,3261,52591
6680,JoeBiden,1177226819646447621,09/26/2019,"If I am elected President, I guarantee you I will protect your family's health care as if it were my own. Because it's personal. https://t.co/rkH4V5sVP1",1240,108,672,7752
6681,JoeBiden,1177046380503683072,09/26/2019,"Enjoyed sitting down with @jimmykimmel to talk about what’s at stake in this election and the urgent need to make Donald Trump a one-term president.

Tune in to @JimmyKimmelLive tonight! https://t.co/P3zjYBGOIk",484,48,564,3677
6682,JoeBiden,1177020459767873536,09/26/2019,"Donald Trump pressured Ukraine to manufacture a smear against a domestic political opponent — the “transcript” made that clear. It’s an abuse of power that violates the oath of office and undermines our democracy.

Congress must hold him accountable.",6861,409,2763,44257
6683,JoeBiden,1177007373937868800,09/25/2019,"Across the country, health care premiums are rising because of President Trump. His attempts to tear down Obamacare have rattled the insurance marketplace and driven up costs for hardworking Americans. It's unacceptable. https://t.co/vXNaNKXrYW",377,37,383,1469
6684,JoeBiden,1176981763626864641,09/25/2019,President Trump’s travel ban—the Muslim ban—remains one of his most egregious attacks on our core values. Spewing the politics of fear &amp; slandering an entire religious community as complicit in terrorism is wrong &amp; goes against everything we stand for. We must overturn the ban. https://t.co/0aHS6QYcJU,1243,158,1341,6303
6685,JoeBiden,1176952008676388866,09/25/2019,"Our president put personal politics above his sacred oath. The House must do its job and hold Donald Trump to account for his abuse of power. I will do mine, making my case for a presidency that will mean real help for those in our country who need it most. https://t.co/NVbk9cnXEx",1254,171,1358,6361
6686,JoeBiden,1176658394519916544,09/25/2019,"Inspired by the courage and tenacity of @GretaThunberg. She is right — we cannot fail future generations any longer. We must take urgent, drastic action to address the climate emergency before it’s too late. https://t.co/ye130EAvjh",2602,159,1135,20020
6687,JoeBiden,1176655052532047872,09/25/2019,"El derecho al voto es el derecho más sagrado como estadounidense, y depende de nosotros hacer que se escuche nuestra voz en cada elección. Dirígete a https://t.co/Hy8C4mIL2M para registrarte para votar y envíalo a cinco amigos para que también se registren.",158,15,233,687
6688,JoeBiden,1176646243952529408,09/24/2019,"President Trump cut outreach programs that help people get health insurance coverage. At every turn, he has sabotaged the ACA and made it harder for Americans to access health care. It's wrong.

I'll protect and build on Obamacare to ensure everyone receives the care they need. https://t.co/cqpSDxQeOm",358,37,351,1450
6689,JoeBiden,1176622336415424512,09/24/2019,Pressuring the leader of another nation to investigate a political opponent — to help win an election — is not the conduct of an American President. https://t.co/XlaHbHxCMI,2933,205,1287,15288
6690,JoeBiden,1176593538617884673,09/24/2019,President Trump's actions are an abuse of power. They undermine our national security. They violate the oath of office. If we allow a President to get away with shredding the United States Constitution — that will last forever.,8254,531,2622,53739
6691,JoeBiden,1176551872225796096,09/24/2019,The right to vote is the most sacred American right there is — and it’s up to all of us to make our voices heard in every election. Head to https://t.co/Hy8C4mIL2M to register to vote and then send it to five friends to get them registered. #NationalVoterRegistrationDay,480,37,281,1954
6692,JoeBiden,1176531008809816064,09/24/2019,"Obamacare was, and is, a big deal. It covered 20 million additional Americans and protects over 100 million people with pre-existing conditions. We can't let President Trump and congressional Republicans tear it down.

Add your name if you agree:
https://t.co/rJSzuDYPcA",250,21,195,1320
6693,JoeBiden,1176311538317053964,09/24/2019,The pay gap that Native women face — due to both their gender and the color of their skin — is unacceptable. We must right these wrongs and close the gender pay gap once and for all. #NativeWomensEqualPay,341,35,387,1820
6694,JoeBiden,1176303736957726721,09/24/2019,"Un verano.
26 tiroteos masivos.
Incontables vidas truncadas.

No podemos seguir así. Ya es hora de que nos enfrentemos al @NRA, aprobemos la legislación sobre seguridad de armas y terminemos con nuestra epidemia de violencia. https://t.co/ps0dX2aTCR",124,10,127,436
6695,JoeBiden,1176297697520713728,09/24/2019,"I’ve seen firsthand how hard America’s teachers and support staff work with little support and few resources. They deserve better. I’m proud to support Chicago’s educators as they fight for fair wages, full staffing, and smaller class sizes.",922,51,338,6327
6696,JoeBiden,1176291859745955840,09/24/2019,"Amy, you have nothing to be ashamed of and every reason to be proud. Living open and free is a daily act of bravery — bravery that resides in your heart and in the hearts of LGBTQ people around the world. I’m proud to have you on our team. #BiVisibilityDay https://t.co/mv5vyQIkAp",505,28,133,3233
6697,JoeBiden,1176284610876952576,09/23/2019,"I always enjoy attending the @PolkDems #SteakFry, but the energy that @TeamJoe brought this year made it my favorite one yet. Thank you for a great weekend, Iowa! https://t.co/VHNVn7lFkh",246,12,142,1260
6698,JoeBiden,1176266239968194561,09/23/2019,"One summer.
26 mass shootings.
Countless lives cut short.

We cannot go on like this. It’s past time we take on the @NRA, pass common-sense gun safety legislation, and end our gun violence epidemic. https://t.co/U1tx4ggyVq",1239,40,364,4415
